Property_Name,Address,Prefix,Price,Sql_m2,Property Type,Property ID,Title,Location,Image,Url
"4 Bed, 5 Bath Villa for Sale in Preaek Aeng","Preaek Aeng, Chbar Ampov, Phnom Penh",For sale,"$280,000",,Villa,199528,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.52, 'longitude': 104.95, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03945-edited-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03947-edited-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03963_5xH8zjn-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03964_6RDQsEk-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.95,11.52)/104.95,11.52,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/preaek-aeng/4-bed-5-bath-villa-199528/
"8 Bed, 8 Bath Villa for Sale & Rent in Boeung Kak 2","Boeung Kak 2, Toul Kork, Phnom Penh",For sale,"$3,900,000","$5,572/m²",Villa,5 days ago,199492,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Toul Kork'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.575676051188184, 'longitude': 104.8952169671767, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Toul Kork'}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/456b9e3f-3f0b-4d31-b0ab-29b33d0a2e79-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/d0acd45f-9913-4974-acd2-943e8d4cd331-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/9c7a2992-ba84-47da-8c19-9849d25e1832-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.8952169671767,11.575676051188184)/104.8952169671767,11.575676051188184,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/boeung-kak-2/8-bed-8-bath-villa-199492/
"3 Bed, 4 Bath House for Sale in Sala Kamraeuk","Sala Kamraeuk, Siem Reap, Siem Reap",For sale,"$520,000",,House,DV862,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 13.35, 'longitude': 103.86, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/img_7147-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/img_7107-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/img_7098-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/img_7100-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/img_7104-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/sala-kamraeuk/3-bed-4-bath-house-199409/
"8 Bed, 7 Bath Twin Villa for Sale in Chrang Chamres I","Chrang Chamres I, Russey Keo, Phnom Penh",For sale,"$850,000","$1,000/m²",Terrace,199406,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Russey Keo', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.59, 'longitude': 104.9, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Russey Keo', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03930-edited-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03931-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03932-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.9,11.59)/104.9,11.59,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/chrang-chamres-i/8-bed-7-bath-twin-villa-199406/
"6 Bed, 7 Bath Villa for Sale in Boeung Kak 2","Boeung Kak 2, Toul Kork, Phnom Penh",For sale,"$1,900,000","$1,000/m²",Villa,199405,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Toul Kork', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.57, 'longitude': 104.89, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Toul Kork', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03878-edited_uF2Cytr-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03881-edited_YrW4TcH-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03879_9mUR1UA-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03880_x9ofDgc-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.89,11.57)/104.89,11.57,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/boeung-kak-2/6-bed-7-bath-villa-199405/
"10 Bed, 10 Bath Villa for Sale in Krang Thnong","Krang Thnong, Sen Sok, Phnom Penh",For sale,"$2,500,000","$1,000/m²",Villa,199404,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.55, 'longitude': 104.89, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03870-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03867-edited-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03860-edited-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03869-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03859-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/krang-thnong/10-bed-10-bath-villa-199404/
"8 Bed, 9 Bath Villa for Sale in Kakab 1","Kakab 1, Por Sen Chey, Phnom Penh",For sale,"$2,000,000","$1,000/m²",Villa,199403,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Por Sen Chey', 'streetAddress': '  '}, 'name': '  ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.55, 'longitude': 104.93, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Por Sen Chey', 'streetAddress': '  '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03845-edited_1CYL1Wo-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03847-edited_tjxKyVO-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03850-edited_0gVKbew-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03856_LjwXVa8-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03857_zFzALZv-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/kakab-1/8-bed-9-bath-villa-199403/
"5 Bed, 5 Bath Villa for Sale in Ou Baek K'am","Ou Baek K'am, Sen Sok, Phnom Penh",For sale,"$1,600,000","$1,000/m²",Villa,199402,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok', 'streetAddress': '  '}, 'name': '  ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.55, 'longitude': 104.89, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Sen Sok', 'streetAddress': '  '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03809-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03808-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03805-edited-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03811-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03812-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/ou-baek-kam/5-bed-5-bath-villa-199402/
"4 Bed, 4 Bath House for Sale in Svay Dankum","Svay Dankum, Siem Reap, Siem Reap",For sale,"$75,000",,House,DV860,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 13.36, 'longitude': 103.86, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/img_0373-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/img_0368-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/img_0377-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/img_0383-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/img_0395-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/svay-dankum/4-bed-4-bath-house-199394/
Twin Villa for Sale in Preaek Ta Sek,"Preaek Ta Sek, Chroy Changvar, Phnom Penh",For sale,"$650,000",,Terrace,1 week ago,199375,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.58751, 'longitude': 104.92248, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/199375-199375_100811069-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/199375-199375_100811073-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/199375-199375_100811070-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/199375-199375_100811067-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/199375-199375_100811068-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/preaek-ta-sek/twin-villa-199375/
"4 Bed, 5 Bath House for Sale in Preaek Lieb","Preaek Lieb, Chroy Changvar, Phnom Penh",For sale,"$195,000",,House,199250,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.58, 'longitude': 104.93, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03692-edited_IN02gw5-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03694-edited_ZkniMu4-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03689_x2ZWFzG-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03690_qibe3wZ-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.93,11.58)/104.93,11.58,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/preaek-lieb/4-bed-5-bath-house-199250/
"4 Bed, 5 Bath Twin Villa for Sale in Preaek Lieb","Preaek Lieb, Chroy Changvar, Phnom Penh",For sale,"$350,000","$1,100/m²",Terrace,199249,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.58, 'longitude': 104.93, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03680-edited_vRVViwB-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03676-edited_zu8e8D6-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03678_eCjOelq-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/dsc03677_V6rNCrg-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.93,11.58)/104.93,11.58,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/preaek-lieb/4-bed-5-bath-twin-villa-199249/
"3 Bed, 4 Bath House for Sale in Sala Kamraeuk","Sala Kamraeuk, Siem Reap, Siem Reap",For sale,"$850,000",,House,DV856,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': '  '}, 'name': '  ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 13.35, 'longitude': 103.86, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Siem Reap', 'addressLocality': 'Siem Reap', 'streetAddress': '  '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/img_0136-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/img_0137_UTj8cCb-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/img_0138-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/img_0143-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/img_0134_voanzmi-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/sala-kamraeuk/3-bed-4-bath-house-199235/
"5 Bed, 6 Bath House for Sale in Chroy Changvar","Chroy Changvar, Phnom Penh",For sale,"$235,000",,House,1 week ago,199223,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.58723, 'longitude': 104.92176, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/199223-199223_100856210_eESkBIi-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/199223-199223_100856214_8iEr8dz-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/199223-199223_100856216-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/199223-199223_100856212-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/199223-199223_100856213-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/chroy-changvar/5-bed-6-bath-house-199223/
"5 Bed, 5 Bath Twin Villa for Sale in Chroy Changvar","Chroy Changvar, Phnom Penh",For sale,"$350,000",,Terrace,1 week ago,199222,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.58723, 'longitude': 104.92176, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/199222-199222_100933067-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/199222-199222_100855810-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/199222-199222_100855815_Iffj9ia-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/199222-199222_100855807-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/199222-199222_100855811-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/chroy-changvar/5-bed-5-bath-twin-villa-199222/
House for Sale in Wat Phnom,"Wat Phnom, Daun Penh, Phnom Penh",For sale,"$700,000",,House,199186,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Daun Penh', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.563109273251484, 'longitude': 104.92824175338194, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Daun Penh', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2022-01/1-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/3-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2022-01/2-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.92824175338194,11.563109273251484)/104.92824175338194,11.563109273251484,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/wat-phnom/house-199186/
"5 Bed, 5 Bath Villa for Sale in Chroy Changvar","Chroy Changvar, Chroy Changvar, Phnom Penh",For sale,"$650,000",,Villa,11691,IPS Cambodia,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.58751, 'longitude': 104.92248, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/198307-198307_100550033-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198307-198307_100550025-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198307-198307_100550026-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198307-198307_100550035-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/198307-198307_100550027-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/chroy-changvar/5-bed-5-bath-villa-198307/
"4 Bed, 5 Bath Villa for Sale in Chrang Chamres I","Chrang Chamres I, Russey Keo, Phnom Penh",For sale,"$250,000","$1,000/m²",Villa,199149,Hard Title,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Russey Keo', 'streetAddress': ' '}, 'name': ' ', 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.59, 'longitude': 104.9, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Russey Keo', 'streetAddress': ' '}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03637-edited-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03634-edited-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03635-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/dsc03636-thumbnail-400x300-70.jpeg', 'https://api.mapbox.com/styles/v1/mapbox/streets-v11/static/pin-l+3FB1CE(104.9,11.59)/104.9,11.59,11/600x400?access_token=pk.eyJ1IjoiZGNnbWFwIiwiYSI6ImNrN3d4eG1wMDA2NXQzZXBhaWVrNnVidnQifQ.F8Xcd5VErSP2XWSW-40fzw']",https://www.realestate.com.kh/buy/chrang-chamres-i/4-bed-5-bath-villa-199149/
Villa for Sale in Nirouth,"Nirouth, Chbar Ampov, Phnom Penh",For sale,"$195,000","$1,000/m²",Villa,1 week ago,199064,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.523767691705778, 'longitude': 104.95675662148341, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/2e7d65e7-5faa-47af-afe2-09e93962930d-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/5a1c426e-f988-4711-b570-0060da3eb311-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/84f9be41-61c3-444e-b3a5-37e53f310bf5-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/3917e151-02af-4005-b0f8-cf4019af5ab1-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/937bc9de-fe9b-401d-a9e8-f1a8749296e0-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/nirouth/villa-199064/
"5 Bed, 5 Bath Twin Villa for Sale in Chroy Changvar","Chroy Changvar, Phnom Penh",For sale,"$330,000",,Terrace,2 weeks ago,199015,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.58723, 'longitude': 104.92176, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chroy Changvar'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/199015-199015_100810679-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/199015-199015_100810681-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/199015-199015_100810694-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/199015-199015_100810683-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/199015-199015_100810685_5Vw4myz-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/chroy-changvar/5-bed-5-bath-twin-villa-199015/
Villa for Sale in Nirouth,"Nirouth, Chbar Ampov, Phnom Penh",For sale,"$4,500,000","$3,200/m²",Villa,2 weeks ago,199001,"{'@context': 'http://schema.org', '@type': 'Residence', 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov'}, 'geo': {'@type': 'GeoCoordinates', 'latitude': 11.525335974370455, 'longitude': 104.9567971427823, 'address': {'@type': 'PostalAddress', 'addressRegion': 'Phnom Penh', 'addressLocality': 'Chbar Ampov'}}}","['https://images.realestate.com.kh/__sized__/listings/2021-12/84ba75c2-71fc-4782-9e68-2adcd2eda27c-thumbnail-750x562-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/faba63f2-b78e-4dfe-854d-318d14ec4dd9-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/6f591715-b33b-4a68-aec7-ba6d0b8ba810-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/724d3b60-0ad8-4833-afa5-4741dd2316bd-thumbnail-400x300-70.jpeg', 'https://images.realestate.com.kh/__sized__/listings/2021-12/4494441d-f2e5-4129-b16c-ee71d56726c1-thumbnail-400x300-70.jpeg']",https://www.realestate.com.kh/buy/nirouth/villa-199001/
